article_id,comment_index,image_path,ace_sentence,json_file
181,14,,The USA has remained rather constant in total electricity generation.,14.json
181,14,,"In the USA, fossil-fuel electricity generation shows a downtrend.",14.json
181,14,,I ask whether the downtrend exists because the USA sources fossil fuels from other countries.,14.json
181,14,,I live in the USA.,14.json
181,14,,The graph about electricity generation in the USA is interesting to me.,14.json
181,14,,"In the USA, gas has become a main source of electric power.",14.json
181,14,,"In the USA, coal has become a main source of electric power.",14.json
181,14,,"In the USA, solar power contributes only a small amount to total electricity production.",14.json
181,14,,"Nowadays, people make a huge deal about solar power.",14.json
181,14,,The headline is: Energy Evolution: Transitioning from Fossil Fuels to Clean Sources.,14.json
181,140,,A positive correlation exists among all energy sources.,140.json
181,140,,Clean energy consumption has increased substantially in recent years.,140.json
181,140,,Fossil fuel consumption lags behind clean energy consumption.,140.json
181,140,,China's electricity generation shows a significant upward trend.,140.json
181,140,,China's electricity generation indicates rapid growth.,140.json
181,140,,The electricity generation of the U.S. appears to plateau.,140.json
181,140,,India's electricity generation is comparatively lower than China's electricity generation.,140.json
181,140,,India's electricity generation is comparatively lower than the electricity generation of the U.S..,140.json
181,140,,India may rely on fossil fuels.,140.json
181,140,,Some factors drive the rapid growth of clean energy consumption globally.,140.json
181,140,,The author asks what specific factors drive the rapid growth of clean energy consumption globally.,140.json
181,140,,Policy interventions can accelerate the transition to renewable energy.,140.json
181,140,,Technological advancements can accelerate the transition to renewable energy.,140.json
181,140,,India is a country.,140.json
181,140,,The author asks how policy interventions and technological advancements might accelerate the transition to renewable energy in India.,140.json
181,140,,These trends have long-term implications for global energy security.,140.json
181,140,,These trends have long-term implications for environmental sustainability.,140.json
181,140,,These trends have long-term implications for climate change mitigation efforts.,140.json
181,140,,The author asks what the long-term implications of these trends are.,140.json
181,140,,These global energy trends impact the author.,140.json
181,140,,These global energy trends impact the community of the author.,140.json
181,140,,These global energy trends influence energy prices.,140.json
181,140,,These global energy trends influence environmental quality.,140.json
181,140,,These global energy trends influence efforts to mitigate climate change.,140.json
181,140,,The community of the author can embrace renewable energy sources locally.,140.json
181,140,,If the community of the author embraces renewable energy sources locally then job creation can increase.,140.json
181,140,,If the community of the author embraces renewable energy sources locally then pollution can be reduced.,140.json
181,140,,If the community of the author embraces renewable energy sources locally then resilience to energy supply disruptions can increase.,140.json
181,140,,These effects contribute to a more sustainable future.,140.json
181,140,,Understanding global energy dynamics helps to inform local energy policies.,140.json
181,140,,Understanding global energy dynamics encourages individual actions.,140.json
181,140,,These individual actions support cleaner energy initiatives.,140.json
181,140,,"The headline is: Power Dynamics: Global Energy Shift Towards Renewables, Challenges Fossil Fuel Reliance.",140.json
181,141,,I notice that the US uses less coal than China.,141.json
181,141,,I notice that wind energy and solar energy are becoming more important.,141.json
181,141,,Wind energy and solar energy started to gain traction around 2010.,141.json
181,141,,Now wind energy and solar energy have a decent-sized impact.,141.json
181,141,,The use of wind energy and solar energy is similar to the use of nuclear energy.,141.json
181,141,,I wonder how long it will take until wind energy and solar energy become predominant.,141.json
181,141,,I wonder how long it will take until wind energy and solar energy surpass coal and gas.,141.json
181,141,,It may take 2 decades.,141.json
181,141,,It may take 3 decades.,141.json
181,141,,I think that the community would do better with a more sustainable form of renewable electricity.,141.json
181,141,,"If hydroelectric power increases, then this will be beneficial.",141.json
181,141,,"If wind energy increases, then this will be beneficial.",141.json
181,141,,"If solar energy increases, then this will be beneficial.",141.json
181,141,,The headline is: The generational switch in electricity from lump of coal to solar and gold.,141.json
181,142,,The increase of energy usage in the United States is low.,142.json
181,142,,This fact is shocking.,142.json
181,142,,Much energy is used nowadays.,142.json
181,142,,I expected the increase of energy usage in the United States to be higher.,142.json
181,142,,The energy usage in India is low compared to the energy usage in China.,142.json
181,142,,The energy usage in India is low compared to the energy usage in the United States.,142.json
181,142,,I wonder which factors cause the energy usage in India to be low.,142.json
181,142,,I expected the energy usage in India to be lower than the energy usage in China.,142.json
181,142,,I expected the energy usage in India to be lower than the energy usage in the United States.,142.json
181,142,,I did not expect the energy usage in India to be so low.,142.json
181,142,,This topic relates to my community.,142.json
181,142,,This topic relates to my house.,142.json
181,142,,My house uses much energy every day.,142.json
181,142,,My house cannot function without energy.,142.json
181,142,,The energy usage in the United States is not as high as I thought.,142.json
181,142,,I wonder which factors increase the energy usage in China.,142.json
181,142,,The headline is: Which country uses the most energy?,142.json
181,143,,I notice that China leads the world in pollution.,143.json
181,143,,China leads the world in pollution by far.,143.json
181,143,,China has more pollution than the United States.,143.json
181,143,,Many diesel engines are sent to China.,143.json
181,143,,These diesel engines do not have emission controls.,143.json
181,143,,I ask why these diesel engines do not have emission controls.,143.json
181,143,,The United States requires emission controls.,143.json
181,143,,I think that the rest of the world should require emission controls too.,143.json
181,144,,I am surprised that the energy usage increase in the US is low.,144.json
181,144,,I expected that the energy usage in the US would rise drastically from 2000 to 2024.,144.json
181,144,,I am surprised that the energy usage in India is low.,144.json
181,145,,I notice that clean methods of energy generation consistently yield more energy production than fossil fuels yield for all fuel types.,145.json
181,145,,I wonder why China has a much steeper graph for energy production than the United States has.,145.json
181,145,,This relates to my community.,145.json
181,145,,My community can continue to develop clean energy-generation techniques.,145.json
181,145,,These techniques can produce more and more energy.,145.json
181,145,,These techniques can become more and more efficient.,145.json
181,145,,The headline is: Fossil Fuels; A Thing Of The Past.,145.json
181,146,,Different countries have different relationships between the year and the amount of generated electricity.,146.json
181,146,,China exhibits a strong linear growth in generated electricity between 2000 and 2020.,146.json
181,146,,India exhibits a more gradual growth in generated electricity between 2000 and 2020.,146.json
181,146,,The United States exhibits a relatively stable amount of generated electricity between 2000 and 2020.,146.json
181,146,,"Overall, all countries seem to use more clean sources than fossil sources for generating electricity.",146.json
181,146,,Nuclear energy is a clean source.,146.json
181,146,,This situation makes me wonder whether the world is getting cleaner.,146.json
181,146,,This situation also makes me wonder whether these countries are slowly moving away from fossil fuels for generating electricity.,146.json
181,146,,This situation is relevant to me and my community.,146.json
181,146,,Nuclear energy does not produce air pollution.,146.json
181,146,,Hydroelectric energy does not produce air pollution.,146.json
181,146,,Some fossil fuels produce air pollution.,146.json
181,146,,Some fossil fuels are notorious for producing air pollution.,146.json
181,146,,My community and I want to live safer lives.,146.json
181,146,,My community and I want to live healthier lives.,146.json
181,146,,These issues are things to consider.,146.json
181,146,,The headline is: The Race Between Clean Energy and Fossil Fuels Continues.,146.json
181,147,,Different countries have different relationships between the year and the amount of electricity generation.,147.json
181,147,,China has a strong linear growth in electricity generation between 2000 and 2020.,147.json
181,147,,India has a gradual growth in electricity generation between 2000 and 2020.,147.json
181,147,,The United States has a relatively stable electricity generation between 2000 and 2020.,147.json
181,147,,"Overall, all countries use more clean energy sources than fossil fuels for electricity generation.",147.json
181,147,,Nuclear energy is a clean energy source.,147.json
181,147,,This situation makes me wonder whether the world is getting cleaner.,147.json
181,147,,This situation also makes me wonder whether these countries are slowly reducing the use of fossil fuels for electricity generation.,147.json
181,147,,Nuclear energy does not produce air pollution.,147.json
181,147,,Hydroelectric energy does not produce air pollution.,147.json
181,147,,Some fossil fuels produce air pollution.,147.json
181,147,,This topic is relevant to me and my community.,147.json
181,147,,"If my community uses clean energy, then my community can live safer lives.",147.json
181,147,,"If my community uses clean energy, then my community can live healthier lives.",147.json
181,147,,These are things to consider.,147.json
181,147,,The headline is: The Race Between Clean Energy and Fossil Fuels Continues.,147.json
181,148,,I notice that nuclear energy generates the most electricity.,148.json
181,148,,I notice that coal generates electricity.,148.json
181,148,,I wonder how coal generates electricity.,148.json
181,148,,This relates to my community.,148.json
181,148,,We use electricity in my community.,148.json
181,148,,We watch TV in my community.,148.json
181,148,,We use phones in my community.,148.json
181,148,,Nuclear energy is on top.,148.json
181,149,,Different countries have different usage rates of energy sources.,149.json
181,149,,I wonder whether the trend toward cleaner energy sources will continue at this rate.,149.json
181,149,,I also wonder whether the trend will change in the near future.,149.json
181,149,,This trend impacts my community.,149.json
181,149,,A change to cleaner power sources would benefit the environment.,149.json
181,149,,It depends on whether we can maintain cleaner power sources in a sustainable way.,149.json
181,149,,If we cannot maintain cleaner power sources in a sustainable way then we will struggle.,149.json
181,149,,The headline is: The progress in Energy Around the World.,149.json
181,15,,I notice that the use of fossil fuels has grown over time.,15.json
181,15,,I wonder why India produces less energy than China.,15.json
181,15,,Climate change takes place.,15.json
181,15,,"If climate change takes place, then we set up future generations for failure.",15.json
181,15,,"If we set up future generations for failure, then we leave them a world.",15.json
181,15,,This world is full of habitat loss.,15.json
181,15,,This world is full of endangered species.,15.json
181,15,,The headline is: It is getting hot in here: what energy sources are worsening climate change?,15.json
181,150,,Different countries have different usage rates of energy sources.,150.json
181,150,,I wonder whether the trend toward cleaner energy sources will continue at this rate.,150.json
181,150,,I wonder whether the trend toward cleaner energy sources will change in the near future.,150.json
181,150,,This trend impacts my community.,150.json
181,150,,A change to cleaner power sources would benefit the environment.,150.json
181,150,,It depends on whether we can maintain cleaner power sources in a sustainable way.,150.json
181,150,,If we cannot maintain cleaner power sources in a sustainable way then we will struggle.,150.json
181,150,,The headline is: The progress in energy around the world.,150.json
181,151,,China is a country.,151.json
181,151,,The United States is a country.,151.json
181,151,,India is a country.,151.json
181,151,,China appears to use the most clean energy among China and the United States and India.,151.json
181,151,,China mainly uses fossil fuels.,151.json
181,151,,The United States mainly uses fossil fuels.,151.json
181,151,,India mainly uses fossil fuels.,151.json
181,151,,I wonder what a breaking point will be.,151.json
181,151,,A breaking point can cause more places to switch to clean energy.,151.json
181,151,,Some places try to switch to only clean energy.,151.json
181,151,,The cost of clean energy can be expensive.,151.json
181,151,,This situation impacts my community.,151.json
181,151,,The United States may start to run out of fossil fuels.,151.json
181,151,,The United States may be unable to purchase fossil fuels from other countries.,151.json
181,151,,"If the United States starts to run out of fossil fuels, people may struggle to afford using clean energy all the time.",151.json
181,151,,"If the United States is unable to purchase fossil fuels from other countries, people may struggle to afford using clean energy all the time.",151.json
181,151,,The headline is: The future towards clean energy.,151.json
181,152,,I notice something.,152.json
181,152,,The supply of non-clean energy in the United States is generally dropping.,152.json
181,152,,The power generation in China seems to have a similar trend.,152.json
181,152,,The power generation in India seems to have a similar trend.,152.json
181,152,,I wonder something.,152.json
181,152,,I wonder how this graph correlates with the passing of economic laws.,152.json
181,152,,Solar tax credits are economic laws.,152.json
181,152,,Wind tax credits are economic laws.,152.json
181,152,,This graph helps to inform me.,152.json
181,152,,This graph helps to inform my community.,152.json
181,152,,This graph informs us about the source of the power that we use.,152.json
181,152,,This graph informs us whether this power is sustainable for future generations.,152.json
181,152,,The headline is: World super-powers in more ways than one: How China and the United States get their energy.,152.json
181,153,,This is an estimate.,153.json
181,153,,This estimate is probably accurate.,153.json
181,153,,This estimate is sad.,153.json
181,153,,This estimate will probably keep increasing.,153.json
181,16,,The electricity generation in the world has steadily increased during the last 25 years.,16.json
181,16,,The clean energy generation in the world has increased during the last 25 years.,16.json
181,16,,China produces more energy than the United States.,16.json
181,16,,India produces less energy than China.,16.json
181,16,,India produces less energy than the United States.,16.json
181,16,,I wonder why India produces much less energy than China.,16.json
181,16,,China has a vast population.,16.json
181,16,,India has a vast population.,16.json
181,16,,Maybe China is more urbanized than India.,16.json
181,16,,Maybe China is more industrialized than India.,16.json
181,16,,The United States has a smaller population than China.,16.json
181,16,,The United States has a smaller population than India.,16.json
181,16,,The United States produces much energy.,16.json
181,16,,I live on Earth.,16.json
181,16,,A climate crisis exists.,16.json
181,16,,It is relieving that much clean energy is produced.,16.json
181,16,,This data gives me comfort.,16.json
181,16,,People work together.,16.json
181,16,,People find new ways to mobilize society.,16.json
181,16,,People want to mobilize society in a safe way.,16.json
181,16,,People want to mobilize society in a clean way.,16.json
181,16,,"The headline is: RISE AND SHINE, WORLD.",16.json
181,17,,A graph shows world electricity over time.,17.json
181,17,,World electricity increased over time.,17.json
181,17,,Fossil-fuel electricity in the world increased over time.,17.json
181,17,,A graph shows electricity in the United States over time.,17.json
181,17,,Electricity in the United States remained relatively the same over time.,17.json
181,17,,A graph shows electricity in India.,17.json
181,17,,Electricity in India is predominantly fossil-fuel electricity.,17.json
181,17,,India has little clean electricity.,17.json
181,17,,A graph shows electricity in China over time.,17.json
181,17,,China had the largest spike over time.,17.json
181,17,,I wonder what causes India to produce only fossil-fuel electricity.,17.json
181,17,,I wonder which countries contribute the most fossil-fuel electricity.,17.json
181,17,,This situation affects my community.,17.json
181,17,,This situation shows the amount of bad electricity that is contributed to the world.,17.json
181,17,,Bad electricity affects global warming.,17.json
181,17,,We should create more clean energy.,17.json
181,18,,The graph shows the electricity generation in the world from 2000 to 2022.,18.json
181,18,,The graph specifies the energy source of this electricity generation.,18.json
181,18,,The graph specifies whether an energy source is clean or fossil.,18.json
181,18,,There are more gigawatt-hours of fossil electricity than clean electricity.,18.json
181,18,,Gas is a fossil energy source.,18.json
181,18,,Oil is a fossil energy source.,18.json
181,18,,Coal is a fossil energy source.,18.json
181,18,,Global warming is a crisis.,18.json
181,18,,Fossil fuels contribute to global warming.,18.json
181,18,,People emit fossil fuels into the air in order to generate electricity.,18.json
181,18,,Clean energy has increased since 2000.,18.json
181,18,,Wind electricity has increased significantly since 2000.,18.json
181,18,,Solar electricity has increased significantly since 2000.,18.json
181,18,,Climate change has become a more real issue in the past few years.,18.json
181,18,,Climate change has become a more pressing issue in the past few years.,18.json
181,18,,There is a bigger push to use renewable energy.,18.json
181,18,,Putting solar panels on a roof is a use of renewable energy.,18.json
181,18,,Some specific graphs show electricity generation in China.,18.json
181,18,,Some specific graphs show electricity generation in India.,18.json
181,18,,Some specific graphs show electricity generation in the U.S.,18.json
181,18,,China uses significantly more electricity than India.,18.json
181,18,,China and India have the same population.,18.json
181,18,,China generates most of its electricity through coal.,18.json
181,18,,China is highly industrialized.,18.json
181,18,,China needs many factories.,18.json
181,18,,China has bad air quality.,18.json
181,18,,China has pollution.,18.json
181,18,,The bad air quality in China relates to the electricity generation from coal in China.,18.json
181,18,,The graph of the U.S. concerns me.,18.json
181,18,,The population of the U.S. is much less than the population of India.,18.json
181,18,,The U.S. uses more electricity than India.,18.json
181,18,,I wonder what other innovations people will develop.,18.json
181,18,,I wonder what other innovations will limit fossil electricity generation.,18.json
181,18,,The headline is: The Future is Clean!,18.json
181,19,,Fossil fuels have been widely used for a long time.,19.json
181,19,,Coal is a fossil fuel.,19.json
181,19,,Gas is a fossil fuel.,19.json
181,19,,The amount of clean electric power generation has increased in recent years.,19.json
181,19,,This increase gradually reduces the amount of fossil fuels that are used for electricity generation.,19.json
181,19,,This increase gradually causes more people to use clean electricity generation.,19.json
181,19,,I want to learn why people moved toward using clean electricity.,19.json
181,19,,I want to learn how people moved toward using clean electricity.,19.json
181,19,,I ask whether components of clean electricity are more widely available than materials of fossil-fuel electricity.,19.json
181,19,,I ask whether components of clean electricity are easier to find than materials of fossil-fuel electricity.,19.json
181,19,,This topic relates to my community.,19.json
181,19,,Everything in my community uses electricity.,19.json
181,19,,We must take care of our community.,19.json
181,19,,We must fill our community with clean supplies.,19.json
181,19,,We must have a healthy non-toxic environment in our community.,19.json
181,19,,We should leave toxic electricity behind.,19.json
181,19,,We should improve by using clean electricity.,19.json
181,2,,Andre Hamana says hello.,2.json
181,2,,Andre Hamana thinks that more than 25 gigawatts is crazy.,2.json
181,20,,"The first graph is named ""World Electricity Generation"".",20.json
181,20,,"Over time, the world electricity generation from clean energy has increased steadily.",20.json
181,20,,"Over time, the world electricity generation from fossil fuels has increased steadily.",20.json
181,20,,Coal is harmful to the environment.,20.json
181,20,,Gas is harmful to the environment.,20.json
181,20,,Coal is the most used energy source in the first graph.,20.json
181,20,,Gas is also a most used energy source in the first graph.,20.json
181,20,,I wonder whether gas and coal are more affordable than clean electricity.,20.json
181,20,,The second group of graphs shows three countries.,20.json
181,20,,The three countries have very different graphs.,20.json
181,20,,China has a steep increase in electricity generation.,20.json
181,20,,The United States has a consistent generation of fossil electricity.,20.json
181,20,,The United States has a consistent generation of clean electricity.,20.json
181,20,,India has very little electricity generation.,20.json
181,20,,I wonder whether a country's economy affects the generation of electricity.,20.json
181,20,,I wonder whether a country's level of technological advancement affects the generation of electricity.,20.json
181,20,,China is very populated.,20.json
181,20,,The United States is very populated.,20.json
181,20,,India is very populated.,20.json
181,20,,A very populated country may rely on fossil fuels.,20.json
181,20,,This relates to me and my community.,20.json
181,20,,It is important to acknowledge the need for clean energy.,20.json
181,20,,Clean energy helps to preserve the environment.,20.json
181,20,,"The headline is: ""Clean Countries or Coal Countries"".",20.json
181,21,,The graphs show a rise in electricity generation.,21.json
181,21,,The rise in electricity generation correlates positively with the years.,21.json
181,21,,The increase in electricity generation is not uniform across all nations.,21.json
181,21,,"China, India, and the United States are nations.",21.json
181,21,,Between 2000 and 2020 China increased electricity generation every year.,21.json
181,21,,Between 2000 and 2020 China increased electricity generation at a high linear pace.,21.json
181,21,,Between 2000 and 2020 the United States increased electricity generation only slightly.,21.json
181,21,,China uses coal as the main source of electricity generation.,21.json
181,21,,India uses coal as the main source of electricity generation.,21.json
181,21,,The United States uses coal as the main source of electricity generation.,21.json
181,21,,Over time the United States has used less coal for electricity generation.,21.json
181,21,,Over time China has used more coal for electricity generation.,21.json
181,21,,Over time India has used more coal for electricity generation.,21.json
181,21,,I wonder how the United States has maintained steady electricity generation despite economic growth.,21.json
181,21,,I wonder how the United States has maintained steady electricity generation despite population growth.,21.json
181,21,,China has a greater population than the United States.,21.json
181,21,,The difference in electricity generation between China and the United States is huge.,21.json
181,21,,This difference is confusing.,21.json
181,21,,This situation raises a question about environmental laws and regulations in other nations.,21.json
181,21,,I ask whether environmental laws and regulations are in force in nations other than the United States.,21.json
181,21,,This topic relates to my town.,21.json
181,21,,Switching to renewable energy offers many advantages.,21.json
181,21,,Switching to renewable energy can lower air pollution.,21.json
181,21,,Switching to renewable energy can enhance general health for many people.,21.json
181,21,,I ask how China generates its electricity.,21.json
181,21,,I ask how the United States generates its electricity.,21.json
181,21,,I ask how India generates its electricity.,21.json
181,22,,Many students responded.,22.json
181,22,,I thank all students who responded.,22.json
181,22,,We received some catchy headlines.,22.json
181,22,,Isabelle is a student of California Polytechnic State University in San Luis Obispo.,22.json
181,22,,"Isabelle wrote the headline ""The Rise of Renewables: Wind and Solar Power Surge Forward in the Global Energy Mix"".",22.json
181,22,,Esmeralda is a student of Perth Amboy High School in New Jersey.,22.json
181,22,,"Esmeralda wrote the headline ""Our World's Powerhouse: Clean Energy and Fossil Fuels"".",22.json
181,22,,Melina is a student of Marble Hill High School for International Studies in the Bronx in New York.,22.json
181,22,,"Melina wrote the headline ""The World's Electricity: Clean or Dirty?"".",22.json
181,22,,Emma is a student from California.,22.json
181,22,,"Emma wrote the headline ""Power Dynamics: Global Energy Shift Towards Renewables, Challenges Fossil Fuel Reliance"".",22.json
181,22,,Jackson is a student from California.,22.json
181,22,,"Jackson wrote the headline ""Fueling the Future: Cleaning Up Our Energy"".",22.json
181,22,,Curtis is a student from California.,22.json
181,22,,"Curtis wrote the headline ""Powering Progress: The Rise of Renewable Energy"".",22.json
181,22,,You must return on Friday.,22.json
181,22,,"On Friday, we will reveal a free link to the article.",22.json
181,22,,The article includes this graph.,22.json
181,22,,The Reveal includes a summary of the topic.,22.json
181,22,,The Reveal includes additional questions.,22.json
181,22,,The Reveal includes shout-outs for some of the best headlines for the graph.,22.json
181,22,,The Reveal includes Stat Nuggets.,22.json
181,22,,Stat Nuggets are definitions of words.,22.json
181,22,,These words relate to the graph.,22.json
181,22,,The Reveal tells where you can find these words in the graph.,22.json
181,22,,"We will release the next graph by Friday, April 12.",22.json
181,22,,"We will live-moderate the next graph on Wednesday, April 17.",22.json
181,22,,The topic is shrinkflation.,22.json
181,22,,Sharon Hessney signs off.,22.json
181,22,,Sharon Hessney is from Boston.,22.json
181,22,,Sharon Hessney wonders if we can generate enough electricity for all electrical items that we have now.,22.json
181,22,,Sharon Hessney wonders if we can transmit enough electricity for all electrical items that we have now.,22.json
181,22,,Rebecca Nichols signs off.,22.json
181,22,,Rebecca Nichols is from Anchorage.,22.json
181,22,,Rebecca Nichols enjoyed her first time moderating.,22.json
181,23,,I notice that all forms of energy have increased over the years.,23.json
181,23,,Some forms of energy have increased more dramatically than other forms of energy.,23.json
181,23,,I wonder why nuclear generation has the steepest increase.,23.json
181,23,,This impacts the electricity generation that is used for all things that need electricity.,23.json
181,23,,The headline is: Why does the world need more energy every day?,23.json
181,24,,Fossil fuels are the main source of energy in the world.,24.json
181,24,,Coal is the leading fossil fuel.,24.json
181,24,,Wind energy is used the least.,24.json
181,24,,Solar energy is used the least.,24.json
181,24,,Nuclear energy is used more than wind energy and solar energy.,24.json
181,24,,Hydroelectric energy is used more than wind energy and solar energy.,24.json
181,24,,Fossil fuels are expected to run out in the near future.,24.json
181,24,,I wonder why fossil fuels are still the main source of energy.,24.json
181,24,,This issue relates to me.,24.json
181,24,,This issue relates to my community.,24.json
181,24,,"In the US, people debate what energy is safe.",24.json
181,24,,"In the US, people debate what energy should be used.",24.json
181,24,,These debates aim to keep the environment healthier.,24.json
181,24,,The headline is: Energy Consumption: Fossil Fuels Continue to Lead The Way.,24.json
181,25,,Fossil-fuel electricity generation is up to 15 million gigawatt-hours.,25.json
181,25,,Coal and gas are most of this fossil-fuel electricity generation.,25.json
181,25,,Oil is a small part of this fossil-fuel electricity generation.,25.json
181,25,,Clean electricity generation is from 10 million gigawatt-hours to 30 million gigawatt-hours.,25.json
181,25,,Nuclear energy and hydroelectric energy are most of this clean electricity generation.,25.json
181,25,,Wind turbines are a small part of this clean electricity generation.,25.json
181,25,,I wonder how the graph will change in the future.,25.json
181,25,,I wonder if fossil-fuel electricity generation will increase in the future.,25.json
181,25,,I wonder if clean electricity generation will increase in the future.,25.json
181,25,,I wonder how fossil-fuel energy affects the atmosphere.,25.json
181,25,,I wonder how clean energy affects the atmosphere.,25.json
181,25,,I wonder how fossil-fuel energy affects the ecosystem.,25.json
181,25,,I wonder how clean energy affects the ecosystem.,25.json
181,25,,I live in a town.,25.json
181,25,,There are many factories in my town.,25.json
181,25,,The factories emit smoke.,25.json
181,25,,The smoke comes from fossil fuels.,25.json
181,25,,The smoke damages the Earth.,25.json
181,25,,The smoke damages my community.,25.json
181,25,,My town needs more clean energy.,25.json
181,25,,The headline is: Clean vs. fossil electric generation and its effects.,25.json
181,26,,There are four graphs.,26.json
181,26,,I notice that the graph of China is high compared to the graph of India.,26.json
181,26,,I notice that the graph of China is high compared to the graph of the U.S.,26.json
181,26,,I recognize that the graph of India is low.,26.json
181,26,,India has a high population.,26.json
181,26,,The low graph of India surprises me.,26.json
181,26,,I notice that the graph of the U.S. is level.,26.json
181,26,,The level graph of the U.S. surprises me.,26.json
181,26,,The population of the U.S. is not as high as the population of India.,26.json
181,26,,The population of the U.S. is not as high as the population of China.,26.json
181,26,,We use many of these products.,26.json
181,26,,I wonder why the graph of India is so low.,26.json
181,26,,Many people live in India.,26.json
181,26,,I wonder why China uses much more than India.,26.json
181,26,,India has a high population.,26.json
181,26,,The headline is:,26.json
181,26,,The Big Three: Clean and Fossil Fuel.,26.json
181,27,,The use of clean energy increases over time.,27.json
181,27,,The gap between fossil fuels and clean energy becomes larger over time.,27.json
181,27,,China has significantly higher numbers than the U.S..,27.json
181,27,,China has significantly higher numbers than India.,27.json
181,27,,I wonder why the numbers of China continue to increase rapidly.,27.json
181,27,,I wonder why the numbers of the U.S. stay the same or decrease for fossil fuels.,27.json
181,27,,I wonder why the numbers of India are consistently low.,27.json
181,27,,The use of fossil fuels affects the environment around us.,27.json
181,27,,The use of clean energy affects the environment around us.,27.json
181,27,,This situation relates to me and my community.,27.json
181,27,,Using clean energy can help to protect the environment.,27.json
181,27,,Global warming is a big concern in the U.S..,27.json
181,27,,Global warming can cause the U.S. to reduce the use of fossil fuels.,27.json
181,27,,The headline is: We Got Energy!,27.json
181,28,,This graph is about electricity.,28.json
181,28,,Nuclear electricity has increased since 2000.,28.json
181,28,,Hydroelectric electricity has increased since 2000.,28.json
181,28,,Other electricity has increased since 2000.,28.json
181,28,,Wind electricity has increased since 2000.,28.json
181,28,,Solar electricity has increased since 2000.,28.json
181,28,,Coal electricity has remained similar each year since 2000.,28.json
181,28,,Gas electricity has remained similar each year since 2000.,28.json
181,28,,Clean electricity has risen more in recent years.,28.json
181,28,,Fossil electricity has increased more slowly in recent years.,28.json
181,28,,I wonder if this trend will continue in the coming years.,28.json
181,28,,I wonder if coal electricity will decrease in the coming years.,28.json
181,28,,I wonder if gas electricity will decrease in the coming years.,28.json
181,28,,The incline of clean electricity differs from the incline of fossil electricity.,28.json
181,28,,I wonder what causes this difference.,28.json
181,28,,I am a user of electricity.,28.json
181,28,,The people around me are users of electricity.,28.json
181,28,,My community uses electricity every day.,28.json
181,28,,It is important that people are educated about electricity.,28.json
181,29,,"In 2024, fossil fuels are still the most used resource for electricity generation.",29.json
181,29,,"In 2024, many renewable resources are available.",29.json
181,29,,Solar energy has increased significantly since 2000.,29.json
181,29,,Oil has stayed steady since 2000.,29.json
181,29,,Hydroelectric energy has stayed steady since 2000.,29.json
181,29,,I wonder whether oil has stayed steady because oil has a limited capacity as a resource.,29.json
181,29,,I wonder whether oil has stayed steady because oil has limited accessibility.,29.json
181,29,,I wonder whether hydroelectric energy has stayed steady because hydroelectric energy has a limited capacity as a resource.,29.json
181,29,,I wonder whether hydroelectric energy has stayed steady because hydroelectric energy has limited accessibility.,29.json
181,29,,This situation applies to my community.,29.json
181,29,,The use of fossil fuels can impact the Earth for years to come.,29.json
181,29,,The use of fossil fuels can impact our environment for years to come.,29.json
181,29,,"The name is ""ENERGY"".",29.json
181,3,,My name is Brody.,3.json
181,3,,I think that more than 25 gigawatts is crazy.,3.json
181,30,,"Over time, the electricity generation in the world has increased.",30.json
181,30,,The electricity generation from clean energy has increased.,30.json
181,30,,The electricity generation from fossil fuels has increased.,30.json
181,30,,India generates less electricity than the US.,30.json
181,30,,India has a bigger population than the US.,30.json
181,30,,I wonder why India generates less electricity than the US.,30.json
181,30,,I live in the US.,30.json
181,30,,This situation relates to my community.,30.json
181,30,,This situation makes me curious.,30.json
181,30,,I want to know how much clean energy the US uses compared to other countries.,30.json
181,30,,I want to know how much fossil fuels the US uses compared to other countries.,30.json
181,30,,The headline is: On the road to cleaner energy?,30.json
181,31,,"In the first graph, fossil fuels are the main source of the world's electricity.",31.json
181,31,,"In the past twenty years, the world has made advancements in becoming more eco-friendly.",31.json
181,31,,Oil has stayed at a steady rate in the world's electricity generation.,31.json
181,31,,Other energy sources have stayed at a steady rate in the world's electricity generation.,31.json
181,31,,Nuclear energy has stayed at a steady rate in the world's electricity generation.,31.json
181,31,,Hydroelectric energy has stayed at a steady rate in the world's electricity generation.,31.json
181,31,,Wind power has increased drastically since 2010.,31.json
181,31,,Solar power has increased drastically since 2010.,31.json
181,31,,Fossil fuels have negative effects on the environment.,31.json
181,31,,Fossil fuels have negative effects on global warming.,31.json
181,31,,It is possible that people become more conscious of these negative effects.,31.json
181,31,,I wonder whether the use of wind power will continue to increase.,31.json
181,31,,I wonder whether the use of solar power will continue to increase.,31.json
181,31,,I wonder whether the use of nuclear energy will increase.,31.json
181,31,,I wonder whether the use of hydroelectric energy will increase.,31.json
181,32,,There is a second set of graphs.,32.json
181,32,,"In the second set of graphs, the use of clean power sources in China has significantly increased during the past 20 years.",32.json
181,32,,"In the second set of graphs, the use of clean power sources in the U.S. has remained relatively the same during the past 20 years.",32.json
181,32,,India uses much less power than the U.S.,32.json
181,32,,India uses much less power than China.,32.json
181,32,,The population of India is about 1.4 billion.,32.json
181,32,,The population of China is about 1.4 billion.,32.json
181,32,,I wonder why India uses so little power.,32.json
181,32,,I wonder why China uses so much power.,32.json
181,32,,The population of the U.S. is much smaller than the population of India.,32.json
